date,store,product,sales,stock,day,month,weekday,product_code,store_code,lag_1,rolling_mean_7,prediction,demand_std,safety_stock,rop,order_qty
2023-01-22,S1,P1,62,100,22,1,6,0,0,82.0,74.42857142857143,62.247265,6.7116337,29.20818,464.93906,364.9390563964844
2023-01-23,S1,P1,64,70,23,1,0,0,0,62.0,72.71428571428571,64.97043,6.7116337,29.20818,484.0012,414.0011901855469
2023-01-24,S1,P1,66,88,24,1,1,0,0,64.0,72.28571428571429,65.87054,6.7116337,29.20818,490.30194,402.30194091796875
2023-01-25,S1,P1,75,53,25,1,2,0,0,66.0,71.28571428571429,74.53718,6.7116337,29.20818,550.96844,497.96844482421875
2023-01-26,S1,P1,82,109,26,1,3,0,0,75.0,71.71428571428571,79.912735,6.7116337,29.20818,588.59735,479.59735107421875
2023-01-27,S1,P1,71,58,27,1,4,0,0,82.0,72.57142857142857,70.88481,6.7116337,29.20818,525.40186,467.40185546875
2023-01-28,S1,P1,78,51,28,1,5,0,0,71.0,71.71428571428571,79.14359,6.7116337,29.20818,583.2133,532.2133178710938
2023-01-29,S1,P1,77,141,29,1,6,0,0,78.0,71.14285714285714,76.75024,6.7116337,29.20818,566.45984,425.4598388671875
2023-01-30,S1,P1,72,109,30,1,0,0,0,77.0,73.28571428571429,71.58342,6.7116337,29.20818,530.2921,421.2921142578125
2023-01-31,S1,P1,64,93,31,1,1,0,0,72.0,74.42857142857143,63.60252,6.7116337,29.20818,474.42584,381.42584228515625
2023-02-01,S1,P1,65,96,1,2,2,0,0,64.0,74.14285714285714,64.31224,6.7116337,29.20818,479.39386,383.39385986328125
2023-02-02,S1,P1,60,127,2,2,3,0,0,65.0,72.71428571428571,58.843864,6.7116337,29.20818,441.11523,314.115234375
2023-02-03,S1,P1,74,85,3,2,4,0,0,60.0,69.57142857142857,71.13414,6.7116337,29.20818,527.14716,442.14715576171875
2023-02-04,S1,P1,75,53,4,2,5,0,0,74.0,70.0,74.66237,6.7116337,29.20818,551.8448,498.84478759765625
2023-02-05,S1,P1,59,55,5,2,6,0,0,75.0,69.57142857142857,60.613663,6.7116337,29.20818,453.50385,398.50384521484375
2023-02-06,S1,P1,79,53,6,2,0,0,0,59.0,67.0,78.38473,6.7116337,29.20818,577.9013,524.9013061523438
2023-02-07,S1,P1,79,142,7,2,1,0,0,79.0,68.0,78.2986,6.7116337,29.20818,577.2984,435.29840087890625
2023-02-08,S1,P1,75,139,8,2,2,0,0,79.0,70.14285714285714,75.21047,6.7116337,29.20818,555.6815,416.6815185546875
2023-02-09,S1,P1,69,83,9,2,3,0,0,75.0,71.57142857142857,69.4268,6.7116337,29.20818,515.1958,432.19580078125
2023-02-10,S1,P1,67,111,10,2,4,0,0,69.0,72.85714285714286,67.270836,6.7116337,29.20818,500.10403,389.1040344238281
2023-02-11,S1,P1,61,63,11,2,5,0,0,67.0,71.85714285714286,62.031887,6.7116337,29.20818,463.4314,400.431396484375
2023-02-12,S1,P1,73,64,12,2,6,0,0,61.0,69.85714285714286,71.919304,6.7116337,29.20818,532.6433,468.643310546875
2023-02-13,S1,P1,65,127,13,2,0,0,0,73.0,71.85714285714286,65.54374,6.7116337,29.20818,488.01437,361.0143737792969
2023-02-14,S1,P1,80,111,14,2,1,0,0,65.0,69.85714285714286,76.78662,6.7116337,29.20818,566.71454,455.71453857421875
2023-02-15,S1,P1,65,134,15,2,2,0,0,80.0,70.0,66.2728,6.7116337,29.20818,493.11777,359.1177673339844
2023-02-16,S1,P1,73,131,16,2,3,0,0,65.0,68.57142857142857,75.14727,6.7116337,29.20818,555.2391,424.23907470703125
2023-02-17,S1,P1,72,102,17,2,4,0,0,73.0,69.14285714285714,72.74293,6.7116337,29.20818,538.4087,436.40869140625
2023-02-18,S1,P1,81,75,18,2,5,0,0,72.0,69.85714285714286,78.45336,6.7116337,29.20818,578.3817,503.3817138671875
2023-02-19,S1,P1,82,109,19,2,6,0,0,81.0,72.71428571428571,79.48029,6.7116337,29.20818,585.57025,476.57025146484375
2023-02-20,S1,P1,70,90,20,2,0,0,0,82.0,74.0,71.07367,6.7116337,29.20818,526.7239,436.723876953125
2023-02-21,S1,P1,72,94,21,2,1,0,0,70.0,74.71428571428571,69.12247,6.7116337,29.20818,513.0654,419.0654296875
2023-02-22,S1,P1,58,138,22,2,2,0,0,72.0,73.57142857142857,59.35955,6.7116337,29.20818,444.72504,306.72503662109375
2023-02-23,S1,P1,64,58,23,2,3,0,0,58.0,72.57142857142857,65.27341,6.7116337,29.20818,486.12204,428.1220397949219
2023-02-24,S1,P1,81,50,24,2,4,0,0,64.0,71.28571428571429,79.677704,6.7116337,29.20818,586.9521,536.9520874023438
2023-02-25,S1,P1,69,57,25,2,5,0,0,81.0,72.57142857142857,69.63186,6.7116337,29.20818,516.63116,459.63116455078125
2023-02-26,S1,P1,81,112,26,2,6,0,0,69.0,70.85714285714286,77.10546,6.7116337,29.20818,568.9464,456.9464111328125
2023-02-27,S1,P1,68,130,27,2,0,0,0,81.0,70.71428571428571,68.443756,6.7116337,29.20818,508.31448,378.3144836425781
2023-02-28,S1,P1,65,84,28,2,1,0,0,68.0,70.42857142857143,65.37062,6.7116337,29.20818,486.80255,402.80255126953125
2023-03-01,S1,P1,60,82,1,3,2,0,0,65.0,69.42857142857143,62.37119,6.7116337,29.20818,465.80652,383.8065185546875
2023-03-02,S1,P1,62,90,2,3,3,0,0,60.0,69.71428571428571,64.3808,6.7116337,29.20818,479.87378,389.873779296875
2023-03-03,S1,P1,64,122,3,3,4,0,0,62.0,69.42857142857143,66.16761,6.7116337,29.20818,492.38147,370.3814697265625
2023-03-04,S1,P1,65,61,4,3,5,0,0,64.0,67.0,65.183716,6.7116337,29.20818,485.4942,424.49420166015625
2023-03-05,S1,P1,59,82,5,3,6,0,0,65.0,66.42857142857143,59.465874,6.7116337,29.20818,445.4693,363.46929931640625
2023-03-06,S1,P1,73,72,6,3,0,0,0,59.0,63.285714285714285,71.58074,6.7116337,29.20818,530.2734,458.27337646484375
2023-03-07,S1,P1,81,86,7,3,1,0,0,73.0,64.0,75.592766,6.7116337,29.20818,558.35754,472.3575439453125
2023-03-08,S1,P1,60,93,8,3,2,0,0,81.0,66.28571428571429,59.5588,6.7116337,29.20818,446.11978,353.1197814941406
2023-03-09,S1,P1,65,135,9,3,3,0,0,60.0,66.28571428571429,66.951675,6.7116337,29.20818,497.86993,362.86993408203125
2023-03-10,S1,P1,60,114,10,3,4,0,0,65.0,66.71428571428571,59.655003,6.7116337,29.20818,446.7932,332.793212890625
2023-03-11,S1,P1,60,96,11,3,5,0,0,60.0,66.14285714285714,61.620316,6.7116337,29.20818,460.5504,364.5504150390625
2023-03-12,S1,P1,71,52,12,3,6,0,0,60.0,65.42857142857143,71.346405,6.7116337,29.20818,528.633,476.63299560546875
2023-03-13,S1,P1,58,54,13,3,0,0,0,71.0,67.14285714285714,59.12387,6.7116337,29.20818,443.0753,389.0752868652344
2023-03-14,S1,P1,80,63,14,3,1,0,0,58.0,65.0,76.83977,6.7116337,29.20818,567.08655,504.0865478515625
2023-03-15,S1,P1,64,76,15,3,2,0,0,80.0,64.85714285714286,64.71438,6.7116337,29.20818,482.20883,406.2088317871094
2023-03-16,S1,P1,66,128,16,3,3,0,0,64.0,65.42857142857143,67.988205,6.7116337,29.20818,505.1256,377.1256103515625
2023-03-17,S1,P1,72,139,17,3,4,0,0,66.0,65.57142857142857,72.43066,6.7116337,29.20818,536.2228,397.2227783203125
2023-03-18,S1,P1,67,126,18,3,5,0,0,72.0,67.28571428571429,67.687,6.7116337,29.20818,503.01715,377.01715087890625
2023-03-19,S1,P1,76,112,19,3,6,0,0,67.0,68.28571428571429,76.87217,6.7116337,29.20818,567.31335,455.3133544921875
2023-03-20,S1,P1,64,101,20,3,0,0,0,76.0,69.0,66.00645,6.7116337,29.20818,491.25333,390.2533264160156
2023-03-21,S1,P1,61,143,21,3,1,0,0,64.0,69.85714285714286,62.25677,6.7116337,29.20818,465.00558,322.0055847167969
2023-03-22,S1,P1,62,72,22,3,2,0,0,61.0,67.14285714285714,61.99554,6.7116337,29.20818,463.17697,391.1769714355469
2023-03-23,S1,P1,64,64,23,3,3,0,0,62.0,66.85714285714286,64.20576,6.7116337,29.20818,478.6485,414.64849853515625
2023-03-24,S1,P1,68,78,24,3,4,0,0,64.0,66.57142857142857,66.11561,6.7116337,29.20818,492.01746,414.0174560546875
2023-03-25,S1,P1,61,62,25,3,5,0,0,68.0,66.0,62.08269,6.7116337,29.20818,463.78702,401.7870178222656
2023-03-26,S1,P1,64,108,26,3,6,0,0,61.0,65.14285714285714,64.54597,6.7116337,29.20818,481.02997,373.02996826171875
2023-03-27,S1,P1,76,135,27,3,0,0,0,64.0,63.42857142857143,74.74239,6.7116337,29.20818,552.40497,417.40496826171875
2023-03-28,S1,P1,59,91,28,3,1,0,0,76.0,65.14285714285714,61.04256,6.7116337,29.20818,456.5061,365.506103515625
2023-03-29,S1,P1,70,111,29,3,2,0,0,59.0,64.85714285714286,70.893036,6.7116337,29.20818,525.4594,414.45941162109375
2023-03-30,S1,P1,82,55,30,3,3,0,0,70.0,66.0,80.43964,6.7116337,29.20818,592.28564,537.28564453125
2023-03-31,S1,P1,69,93,31,3,4,0,0,82.0,68.57142857142857,69.87921,6.7116337,29.20818,518.3627,425.3626708984375
2023-04-01,S1,P1,77,79,1,4,5,0,0,69.0,68.71428571428571,76.748116,6.7116337,29.20818,566.445,487.44500732421875
2023-04-02,S1,P1,68,141,2,4,6,0,0,77.0,71.0,67.86672,6.7116337,29.20818,504.27524,363.2752380371094
2023-04-03,S1,P1,82,111,3,4,0,0,0,68.0,71.57142857142857,80.32588,6.7116337,29.20818,591.4894,480.4893798828125
2023-04-04,S1,P1,58,50,4,4,1,0,0,82.0,72.42857142857143,58.62445,6.7116337,29.20818,439.57935,389.579345703125
2023-04-05,S1,P1,82,76,5,4,2,0,0,58.0,72.28571428571429,78.99239,6.7116337,29.20818,582.15497,506.15496826171875
2023-04-06,S1,P1,82,126,6,4,3,0,0,82.0,74.0,79.800934,6.7116337,29.20818,587.81476,461.81475830078125
2023-04-07,S1,P1,66,52,7,4,4,0,0,82.0,74.0,66.2189,6.7116337,29.20818,492.7405,440.7405090332031
2023-04-08,S1,P1,64,119,8,4,5,0,0,66.0,73.57142857142857,64.296814,6.7116337,29.20818,479.2859,360.285888671875
2023-04-09,S1,P1,65,76,9,4,6,0,0,64.0,71.71428571428571,65.102234,6.7116337,29.20818,484.92383,408.923828125
2023-04-10,S1,P1,66,111,10,4,0,0,0,65.0,71.28571428571429,67.2697,6.7116337,29.20818,500.09607,389.0960693359375
2023-04-11,S1,P1,62,146,11,4,1,0,0,66.0,69.0,62.50801,6.7116337,29.20818,466.76428,320.7642822265625
2023-04-12,S1,P1,76,93,12,4,2,0,0,62.0,69.57142857142857,74.32062,6.7116337,29.20818,549.4525,456.4525146484375
2023-04-13,S1,P1,81,128,13,4,3,0,0,76.0,68.71428571428571,79.27858,6.7116337,29.20818,584.15826,456.15826416015625
2023-04-14,S1,P1,79,81,14,4,4,0,0,81.0,68.57142857142857,78.51367,6.7116337,29.20818,578.8039,497.80389404296875
2023-04-15,S1,P1,81,101,15,4,5,0,0,79.0,70.42857142857143,79.80591,6.7116337,29.20818,587.84955,486.84954833984375
2023-04-16,S1,P1,74,111,16,4,6,0,0,81.0,72.85714285714286,75.44479,6.7116337,29.20818,557.3217,446.32171630859375
2023-04-17,S1,P1,74,107,17,4,0,0,0,74.0,74.14285714285714,73.45149,6.7116337,29.20818,543.36865,436.36865234375
2023-04-18,S1,P1,77,61,18,4,1,0,0,74.0,75.28571428571429,75.56193,6.7116337,29.20818,558.14166,497.14166259765625
2023-04-19,S1,P1,64,51,19,4,2,0,0,77.0,77.42857142857143,63.967587,6.7116337,29.20818,476.9813,425.9812927246094
2023-04-20,S1,P1,60,105,20,4,3,0,0,64.0,75.71428571428571,62.26922,6.7116337,29.20818,465.0927,360.09271240234375
2023-04-21,S1,P1,74,108,21,4,4,0,0,60.0,72.71428571428571,73.06412,6.7116337,29.20818,540.657,432.656982421875
2023-04-22,S1,P1,74,51,22,4,5,0,0,74.0,72.0,73.29236,6.7116337,29.20818,542.2547,491.25469970703125
2023-04-23,S1,P1,59,141,23,4,6,0,0,74.0,71.0,61.67196,6.7116337,29.20818,460.9119,319.9118957519531
2023-04-24,S1,P1,79,136,24,4,0,0,0,59.0,68.85714285714286,77.27843,6.7116337,29.20818,570.15717,434.15716552734375
2023-04-25,S1,P1,62,145,25,4,1,0,0,79.0,69.57142857142857,62.380817,6.7116337,29.20818,465.8739,320.8739013671875
2023-04-26,S1,P1,58,50,26,4,2,0,0,62.0,67.42857142857143,59.801586,6.7116337,29.20818,447.8193,397.8193054199219
2023-04-27,S1,P1,76,51,27,4,3,0,0,58.0,66.57142857142857,76.08484,6.7116337,29.20818,561.80206,510.80206298828125
2023-04-28,S1,P1,78,93,28,4,4,0,0,76.0,68.85714285714286,73.808945,6.7116337,29.20818,545.8708,452.87078857421875
2023-04-29,S1,P1,63,81,29,4,5,0,0,78.0,69.42857142857143,63.2782,6.7116337,29.20818,472.15558,391.15557861328125
2023-04-30,S1,P1,80,117,30,4,6,0,0,63.0,67.85714285714286,79.637215,6.7116337,29.20818,586.6687,469.668701171875
2023-05-01,S1,P1,80,124,1,5,0,0,0,80.0,70.85714285714286,79.646645,6.7116337,29.20818,586.7347,462.73468017578125
2023-05-02,S1,P1,81,66,2,5,1,0,0,80.0,71.0,80.66667,6.7116337,29.20818,593.8749,527.8748779296875
2023-05-03,S1,P1,63,73,3,5,2,0,0,81.0,73.71428571428571,64.05485,6.7116337,29.20818,477.59213,404.5921325683594
2023-05-04,S1,P1,62,147,4,5,3,0,0,63.0,74.42857142857143,62.128193,6.7116337,29.20818,464.10553,317.10552978515625
2023-05-05,S1,P1,63,135,5,5,4,0,0,62.0,72.42857142857143,63.610577,6.7116337,29.20818,474.48224,339.48223876953125
2023-05-06,S1,P1,68,65,6,5,5,0,0,63.0,70.28571428571429,67.832886,6.7116337,29.20818,504.0384,439.03839111328125
2023-05-07,S1,P1,58,122,7,5,6,0,0,68.0,71.0,59.504128,6.7116337,29.20818,445.7371,323.7370910644531
2023-05-08,S1,P1,63,129,8,5,0,0,0,58.0,67.85714285714286,65.57945,6.7116337,29.20818,488.26434,359.26434326171875
2023-05-09,S1,P1,60,69,9,5,1,0,0,63.0,65.42857142857143,59.543427,6.7116337,29.20818,446.01218,377.0121765136719
2023-05-10,S1,P1,61,68,10,5,2,0,0,60.0,62.42857142857143,60.12295,6.7116337,29.20818,450.06885,382.06884765625
2023-05-11,S1,P1,60,68,11,5,3,0,0,61.0,62.142857142857146,60.481777,6.7116337,29.20818,452.58063,384.58062744140625
2023-05-12,S1,P1,77,145,12,5,4,0,0,60.0,61.857142857142854,73.93794,6.7116337,29.20818,546.7738,401.7738037109375
2023-05-13,S1,P1,64,101,13,5,5,0,0,77.0,63.857142857142854,65.14078,6.7116337,29.20818,485.19363,384.1936340332031
2023-05-14,S1,P1,66,82,14,5,6,0,0,64.0,63.285714285714285,68.02094,6.7116337,29.20818,505.3548,423.35479736328125
2023-05-15,S1,P1,65,88,15,5,0,0,0,66.0,64.42857142857143,66.72468,6.7116337,29.20818,496.28094,408.28094482421875
2023-05-16,S1,P1,75,50,16,5,1,0,0,65.0,64.71428571428571,74.75269,6.7116337,29.20818,552.47705,502.47705078125
2023-05-17,S1,P1,68,141,17,5,2,0,0,75.0,66.85714285714286,67.82741,6.7116337,29.20818,504.00006,363.00006103515625
2023-05-18,S1,P1,82,138,18,5,3,0,0,68.0,67.85714285714286,79.33417,6.7116337,29.20818,584.54736,446.54736328125
2023-05-19,S1,P1,75,72,19,5,4,0,0,82.0,71.0,75.66867,6.7116337,29.20818,558.88885,486.88885498046875
2023-05-20,S1,P1,67,148,20,5,5,0,0,75.0,70.71428571428571,67.565994,6.7116337,29.20818,502.17017,354.170166015625
2023-05-21,S1,P1,64,65,21,5,6,0,0,67.0,71.14285714285714,64.70991,6.7116337,29.20818,482.17755,417.17755126953125
2023-05-22,S1,P1,73,109,22,5,0,0,0,64.0,70.85714285714286,72.3792,6.7116337,29.20818,535.8626,426.86260986328125
2023-05-23,S1,P1,74,51,23,5,1,0,0,73.0,72.0,73.4546,6.7116337,29.20818,543.3904,492.390380859375
2023-05-24,S1,P1,58,97,24,5,2,0,0,74.0,71.85714285714286,60.910404,6.7116337,29.20818,455.58102,358.5810241699219
2023-05-25,S1,P1,69,118,25,5,3,0,0,58.0,70.42857142857143,69.37723,6.7116337,29.20818,514.84875,396.8487548828125
2023-05-26,S1,P1,62,81,26,5,4,0,0,69.0,68.57142857142857,63.251858,6.7116337,29.20818,471.9712,390.97119140625
2023-05-27,S1,P1,80,58,27,5,5,0,0,62.0,66.71428571428571,78.167366,6.7116337,29.20818,576.37976,518.3797607421875
2023-05-28,S1,P1,66,148,28,5,6,0,0,80.0,68.57142857142857,66.196625,6.7116337,29.20818,492.58456,344.5845642089844
2023-05-29,S1,P1,76,97,29,5,0,0,0,66.0,68.85714285714286,74.43457,6.7116337,29.20818,550.2502,453.25018310546875
2023-05-30,S1,P1,73,52,30,5,1,0,0,76.0,69.28571428571429,73.115776,6.7116337,29.20818,541.0186,489.01861572265625
2023-05-31,S1,P1,77,73,31,5,2,0,0,73.0,69.14285714285714,76.79156,6.7116337,29.20818,566.7491,493.74908447265625
2023-06-01,S1,P1,79,82,1,6,3,0,0,77.0,71.85714285714286,78.17715,6.7116337,29.20818,576.44824,494.4482421875
2023-06-02,S1,P1,81,124,2,6,4,0,0,79.0,73.28571428571429,79.947815,6.7116337,29.20818,588.8429,464.8428955078125
2023-06-03,S1,P1,74,121,3,6,5,0,0,81.0,76.0,74.085724,6.7116337,29.20818,547.8083,426.80828857421875
2023-06-04,S1,P1,61,87,4,6,6,0,0,74.0,75.14285714285714,60.885284,6.7116337,29.20818,455.40518,368.4051818847656
2023-06-05,S1,P1,65,133,5,6,0,0,0,61.0,74.42857142857143,65.07067,6.7116337,29.20818,484.70288,351.702880859375
2023-06-06,S1,P1,60,138,6,6,1,0,0,65.0,72.85714285714286,59.860565,6.7116337,29.20818,448.23215,310.2321472167969
2023-06-07,S1,P1,60,74,7,6,2,0,0,60.0,71.0,63.329956,6.7116337,29.20818,472.51788,398.51788330078125
2023-06-08,S1,P1,75,131,8,6,3,0,0,60.0,68.57142857142857,69.76584,6.7116337,29.20818,517.56903,386.56903076171875
2023-06-09,S1,P1,59,103,9,6,4,0,0,75.0,68.0,60.23898,6.7116337,29.20818,450.88104,347.88104248046875
2023-06-10,S1,P1,60,129,10,6,5,0,0,59.0,64.85714285714286,60.795822,6.7116337,29.20818,454.77893,325.7789306640625
2023-06-11,S1,P1,66,149,11,6,6,0,0,60.0,62.857142857142854,65.532715,6.7116337,29.20818,487.9372,338.93719482421875
2023-06-12,S1,P1,58,117,12,6,0,0,0,66.0,63.57142857142857,59.968388,6.7116337,29.20818,448.9869,331.9869079589844
2023-06-13,S1,P1,58,63,13,6,1,0,0,58.0,62.57142857142857,60.63418,6.7116337,29.20818,453.64743,390.6474304199219
2023-06-14,S1,P1,78,97,14,6,2,0,0,58.0,62.285714285714285,75.67903,6.7116337,29.20818,558.9614,461.96142578125
2023-06-15,S1,P1,77,57,15,6,3,0,0,78.0,64.85714285714286,76.91703,6.7116337,29.20818,567.6274,510.62738037109375
2023-06-16,S1,P1,64,116,16,6,4,0,0,77.0,65.14285714285714,64.76125,6.7116337,29.20818,482.53696,366.5369567871094
2023-06-17,S1,P1,74,82,17,6,5,0,0,64.0,65.85714285714286,70.16743,6.7116337,29.20818,520.3802,438.38018798828125
2023-06-18,S1,P1,73,125,18,6,6,0,0,74.0,67.85714285714286,72.97855,6.7116337,29.20818,540.05804,415.05804443359375
2023-06-19,S1,P1,76,135,19,6,0,0,0,73.0,68.85714285714286,74.28067,6.7116337,29.20818,549.1729,414.17291259765625
2023-06-20,S1,P1,80,71,20,6,1,0,0,76.0,71.42857142857143,76.91767,6.7116337,29.20818,567.6319,496.63189697265625
2023-06-21,S1,P1,71,79,21,6,2,0,0,80.0,74.57142857142857,71.29769,6.7116337,29.20818,528.292,449.2919921875
2023-06-22,S1,P1,63,100,22,6,3,0,0,71.0,73.57142857142857,64.21195,6.7116337,29.20818,478.69186,378.6918640136719
2023-06-23,S1,P1,79,57,23,6,4,0,0,63.0,71.57142857142857,77.77258,6.7116337,29.20818,573.6163,516.6162719726562
2023-06-24,S1,P1,59,70,24,6,5,0,0,79.0,73.71428571428571,59.810997,6.7116337,29.20818,447.88516,377.8851623535156
2023-06-25,S1,P1,58,77,25,6,6,0,0,59.0,71.57142857142857,60.443466,6.7116337,29.20818,452.31244,375.31243896484375
2023-06-26,S1,P1,72,113,26,6,0,0,0,58.0,69.42857142857143,71.74915,6.7116337,29.20818,531.4523,418.4522705078125
2023-06-27,S1,P1,58,118,27,6,1,0,0,72.0,68.85714285714286,61.933903,6.7116337,29.20818,462.7455,344.7455139160156
2023-06-28,S1,P1,73,68,28,6,2,0,0,58.0,65.71428571428571,73.364876,6.7116337,29.20818,542.7623,474.7623291015625
2023-06-29,S1,P1,61,84,29,6,3,0,0,73.0,66.0,62.433323,6.7116337,29.20818,466.24146,382.241455078125
2023-01-08,S1,P2,68,112,8,1,6,1,0,70.0,81.14285714285714,69.71084,6.518274,28.366703,516.3426,404.34259033203125
2023-01-09,S1,P2,88,81,9,1,0,1,0,68.0,78.85714285714286,87.14125,6.518274,28.366703,638.35547,557.35546875
2023-01-10,S1,P2,90,82,10,1,1,1,0,88.0,79.85714285714286,88.90195,6.518274,28.366703,650.6803,568.6802978515625
2023-01-11,S1,P2,70,67,11,1,2,1,0,90.0,82.71428571428571,70.681885,6.518274,28.366703,523.1399,456.139892578125
2023-01-12,S1,P2,92,144,12,1,3,1,0,70.0,79.71428571428571,90.91329,6.518274,28.366703,664.75977,520.759765625
2023-01-13,S1,P2,89,107,13,1,4,1,0,92.0,80.85714285714286,86.963806,6.518274,28.366703,637.11334,530.1133422851562
2023-01-14,S1,P2,70,95,14,1,5,1,0,89.0,81.0,72.058495,6.518274,28.366703,532.7762,437.77618408203125
2023-01-15,S1,P2,91,81,15,1,6,1,0,70.0,81.0,90.223335,6.518274,28.366703,659.93005,578.9300537109375
2023-01-16,S1,P2,82,135,16,1,0,1,0,91.0,84.28571428571429,82.04195,6.518274,28.366703,602.66034,467.66033935546875
2023-01-17,S1,P2,90,115,17,1,1,1,0,82.0,83.42857142857143,89.450195,6.518274,28.366703,654.51807,539.51806640625
2023-01-18,S1,P2,77,51,18,1,2,1,0,90.0,83.42857142857143,76.825325,6.518274,28.366703,566.144,515.1439819335938
2023-01-19,S1,P2,84,82,19,1,3,1,0,77.0,84.42857142857143,83.73427,6.518274,28.366703,614.5066,532.506591796875
2023-01-20,S1,P2,76,92,20,1,4,1,0,84.0,83.28571428571429,77.16231,6.518274,28.366703,568.50287,476.50286865234375
2023-01-21,S1,P2,89,97,21,1,5,1,0,76.0,81.42857142857143,86.63591,6.518274,28.366703,634.81805,537.8180541992188
2023-01-22,S1,P2,74,142,22,1,6,1,0,89.0,84.14285714285714,74.32151,6.518274,28.366703,548.61725,406.61724853515625
2023-01-23,S1,P2,77,75,23,1,0,1,0,74.0,81.71428571428571,76.88714,6.518274,28.366703,566.57666,491.57666015625
2023-01-24,S1,P2,70,99,24,1,1,1,0,77.0,81.0,70.13329,6.518274,28.366703,519.29974,420.29974365234375
2023-01-25,S1,P2,92,73,25,1,2,1,0,70.0,78.14285714285714,89.67541,6.518274,28.366703,656.09454,583.0945434570312
2023-01-26,S1,P2,80,109,26,1,3,1,0,92.0,80.28571428571429,80.381546,6.518274,28.366703,591.03754,482.03753662109375
2023-01-27,S1,P2,74,106,27,1,4,1,0,80.0,79.71428571428571,74.40713,6.518274,28.366703,549.2166,443.21661376953125
2023-01-28,S1,P2,71,94,28,1,5,1,0,74.0,79.42857142857143,72.45865,6.518274,28.366703,535.5773,441.5772705078125
2023-01-29,S1,P2,87,114,29,1,6,1,0,71.0,76.85714285714286,87.48534,6.518274,28.366703,640.76404,526.7640380859375
2023-01-30,S1,P2,75,65,30,1,0,1,0,87.0,78.71428571428571,76.28785,6.518274,28.366703,562.38165,497.38165283203125
2023-01-31,S1,P2,81,125,31,1,1,1,0,75.0,78.42857142857143,80.32191,6.518274,28.366703,590.62006,465.62005615234375
2023-02-01,S1,P2,86,136,1,2,2,1,0,81.0,80.0,85.75798,6.518274,28.366703,628.67255,492.67254638671875
2023-02-02,S1,P2,82,141,2,2,3,1,0,86.0,79.14285714285714,81.940895,6.518274,28.366703,601.95294,460.95294189453125
2023-02-03,S1,P2,69,115,3,2,4,1,0,82.0,79.42857142857143,72.18702,6.518274,28.366703,533.67584,418.67584228515625
2023-02-04,S1,P2,90,112,4,2,5,1,0,69.0,78.71428571428571,88.97821,6.518274,28.366703,651.2142,539.2141723632812
2023-02-05,S1,P2,89,100,5,2,6,1,0,90.0,81.42857142857143,88.52257,6.518274,28.366703,648.02466,548.024658203125
2023-02-06,S1,P2,92,107,6,2,0,1,0,89.0,81.71428571428571,89.59247,6.518274,28.366703,655.514,548.5139770507812
2023-02-07,S1,P2,89,107,7,2,1,1,0,92.0,84.14285714285714,89.1026,6.518274,28.366703,652.0849,545.0848999023438
2023-02-08,S1,P2,89,98,8,2,2,1,0,89.0,85.28571428571429,88.76518,6.518274,28.366703,649.72296,551.7229614257812
2023-02-09,S1,P2,87,91,9,2,3,1,0,89.0,85.71428571428571,86.62515,6.518274,28.366703,634.7428,543.7427978515625
2023-02-10,S1,P2,73,64,10,2,4,1,0,87.0,86.42857142857143,73.61494,6.518274,28.366703,543.67126,479.6712646484375
